"","sitename","region_code","allocated","nyrs","firstyear","lastyear","layer","edge_density","largest_patch_index","patch_density","patch_richness_density","dominant_habitat","largest_patch_habitat","largest_patch_perimarea","mean_patch_perimarea","dominant_largest_same"
"24362","SP3405","OXFS","Y",20,1998,2021,"lcm_2019",39.67517401,64.07579273,4.331013148,1.237432328,"Arable","Arable",0.006614363,0.041034668,1
"24373","SP3500","OXFS","Y",21,2003,2024,"lcm_2019",30.85846868,90.13921114,5.259087394,1.856148492,"Improved grassland","Improved grassland",0.005508366,0.075946721,1
"24385","SP3511","OXFS","Y",6,2016,2024,"lcm_2019",58.77803558,38.45707657,6.805877804,1.237432328,"Improved grassland","Improved grassland",0.011221719,0.065232607,1
"24396","SP3653","OXFN","Y",1,2018,2018,"lcm_2019",58.39133797,70.93967517,4.64037123,1.237432328,"Arable","Arable",0.010182611,0.040833267,1
"24405","SP3700","OXFS","Y",30,1994,2024,"lcm_2019",43.15545244,60.78886311,7.115235886,1.54679041,"Arable","Arable",0.004961832,0.055738597,1
"24411","SP3815","OXFS","Y",22,1997,2024,"lcm_2019",63.26372776,51.62412993,7.115235886,1.54679041,"Arable","Arable",0.008689139,0.049479209,1
"24417","SP3819","OXFS","Y",24,1994,2023,"lcm_2019",32.32791957,65.04253674,4.64037123,1.237432328,"Arable","Arable",0.005350773,0.047783566,1
"24429","SP3858","OXFN","Y",8,2012,2024,"lcm_2019",71.61639598,33.83604022,8.352668213,1.54679041,"Arable","Arable",0.011748571,0.045271699,1
"24433","SP3864","WARW","Y",18,2006,2024,"lcm_2019",44.1608662,60.36349575,6.805877804,1.856148492,"Arable","Arable",0.007303011,0.066787554,1
"24440","SP3868","WARW","Y",20,1994,2023,"lcm_2019",56.38051044,45.93967517,7.424593968,1.54679041,"Arable","Arable",0.008552189,0.04309885,1
"24447","SP3888","BIRM","Y",5,2007,2024,"lcm_2019",57.77262181,66.47331787,6.496519722,1.54679041,"Arable","Arable",0.008214078,0.044850758,1
"24458","SP3974","BIRM","Y",3,2006,2024,"lcm_2019",81.67053364,30.8391338,9.899458623,1.856148492,"Arable","Arable",0.011586207,0.051943396,1
"24484","SP4217","OXFS","Y",20,1994,2023,"lcm_2019",47.25444702,79.60170147,5.877803558,1.54679041,"Improved grassland","Improved grassland",0.006762205,0.057602476,1
"24490","SP4245","OXFN","Y",3,2008,2021,"lcm_2019",39.75251353,61.98762568,4.64037123,1.237432328,"Arable","Arable",0.008134747,0.047707044,1
"24497","SP4246","OXFN","Y",2,2017,2021,"lcm_2019",53.75096674,62.60634184,7.424593968,1.237432328,"Arable","Arable",0.007906115,0.059191682,1
"24511","SP4363","BIRM","Y",21,1994,2024,"lcm_2019",64.03712297,55.33642691,7.424593968,1.54679041,"Arable","Arable",0.008050314,0.046111342,1
"24527","SP4463","BIRM","Y",10,2010,2024,"lcm_2019",65.97061098,37.47099768,8.352668213,1.54679041,"Arable","Arable",0.009618163,0.049071623,1
"24534","SP4500","OXFS","Y",13,2010,2024,"lcm_2019",83.83604022,22.95050271,12.99303944,1.856148492,"Broadleaf woodland","Broadleaf woodland",0.015905644,0.061168927,1
"24539","SP4518","OXFS","Y",10,2015,2024,"lcm_2019",31.3225058,78.84764114,5.568445476,1.237432328,"Arable","Arable",0.004610103,0.071074314,1
"24558","SP4586","BIRM","Y",20,2005,2024,"lcm_2019",21.96442382,87.62567672,2.474864656,1.237432328,"Arable","Arable",0.00478376,0.040541658,1
"24566","SP4594","LEIC","Y",8,2004,2023,"lcm_2019",74.01392111,30.87780356,8.043310131,1.237432328,"Arable","Arable",0.008866625,0.040687062,1
"24572","SP4608","OXFS","Y",27,1994,2024,"lcm_2019",44.08352668,52.08816705,4.021655066,1.237432328,"Broadleaf woodland","Broadleaf woodland",0.008938382,0.032193973,1
"24592","SP4679","BIRM","Y",8,2006,2024,"lcm_2019",62.56767208,68.32946636,7.733952049,1.237432328,"Arable","Arable",0.009190719,0.049272024,1
"24612","SP4836","OXFN","Y",11,2012,2024,"lcm_2019",57.23124517,40.00386698,5.877803558,1.237432328,"Improved grassland","Improved grassland",0.008081199,0.050257548,1
"24619","SP4865","BIRM","Y",8,2010,2022,"lcm_2019",43.46481052,52.06883217,4.949729312,1.237432328,"Arable","Arable",0.007664315,0.041221084,1
"24629","SP4909","OXFS","Y",22,1998,2024,"lcm_2019",39.13379737,55.56844548,5.259087394,1.54679041,"Semi-natural grassland","Semi-natural grassland",0.006541406,0.060392436,1
"24636","SP4947","OXFN","Y",6,2006,2024,"lcm_2019",61.94895592,37.49033256,6.496519722,1.237432328,"Arable","Improved grassland",0.012418773,0.057972663,0
"24643","SP4957","OXFN","Y",20,1994,2024,"lcm_2019",63.88244393,56.74787316,6.805877804,1.856148492,"Improved grassland","Improved grassland",0.012238501,0.055428919,1
"24650","SP5006","OXFS","Y",21,1997,2024,"lcm_2019",37.12296984,67.88476411,4.021655066,1.237432328,"Built-up areas and gardens","Built-up areas and gardens",0.006379949,0.058647872,1
"24658","SP5069","NHAM","Y",9,2016,2024,"lcm_2019",34.41608662,47.50580046,3.712296984,1.237432328,"Improved grassland","Improved grassland",0.006316646,0.037225102,1
"24665","SP5122","OXFN","Y",16,1995,2024,"lcm_2019",60.32482599,68.15545244,8.662026295,1.856148492,"Arable","Arable",0.008941844,0.050141022,1
"24671","SP5163","NHAM","Y",13,2012,2024,"lcm_2019",45.16627997,63.78576953,3.712296984,1.54679041,"Arable","Arable",0.007687178,0.045129855,1
"24691","SP5343","OXFN","Y",28,1994,2024,"lcm_2019",53.2095901,56.16782676,7.424593968,1.54679041,"Arable","Arable",0.009831325,0.058528894,1
"24699","SP5367","NHAM","Y",14,2010,2023,"lcm_2019",15.00386698,91.02861562,1.237432328,0.928074246,"Improved grassland","Improved grassland",0.003976211,0.031929012,1
"24707","SP5374","NHAM","Y",23,1994,2021,"lcm_2019",52.59087394,37.9350348,5.568445476,1.54679041,"Built-up areas and gardens","Built-up areas and gardens",0.006809378,0.043607347,1
"24719","SP5405","OXFS","Y",12,2013,2024,"lcm_2019",55.22041763,63.01237432,4.949729312,0.928074246,"Built-up areas and gardens","Built-up areas and gardens",0.009057993,0.044578998,1
"24724","SP5409","OXFS","Y",20,2005,2024,"lcm_2019",42.53673627,79.64037123,5.877803558,1.54679041,"Arable","Arable",0.005865501,0.060315232,1
"24735","SP5415","OXFS","Y",13,2010,2024,"lcm_2019",42.38205723,52.47486466,5.259087394,1.54679041,"Arable","Arable",0.004716286,0.046494241,1
"24751","SP5497","LEIC","Y",7,2018,2024,"lcm_2019",82.05723125,27.95823666,11.44624903,1.54679041,"Built-up areas and gardens","Built-up areas and gardens",0.012392808,0.044386557,1
"24758","SP5539","OXFN","Y",18,2006,2024,"lcm_2019",49.8066512,38.59242073,5.568445476,1.237432328,"Improved grassland","Improved grassland",0.009058116,0.058647461,1
"24763","SP5558","OXFN","Y",4,1994,2023,"lcm_2019",50.27068832,59.35808198,6.496519722,1.54679041,"Improved grassland","Improved grassland",0.008938111,0.062371341,1
"24771","SP5610","OXFS","Y",11,1994,2023,"lcm_2019",79.65970611,21.22969838,10.20881671,1.237432328,"Arable","Improved grassland",0.017559199,0.04403435,0
"24781","SP5614","OXFS","Y",16,2004,2024,"lcm_2019",10.51817479,89.69450889,0.928074246,0.928074246,"Semi-natural grassland","Semi-natural grassland",0.00365596,0.009605386,1
"24787","SP5637","OXFN","Y",18,2006,2024,"lcm_2019",58.93271462,39.65583913,7.733952049,1.54679041,"Arable","Arable",0.009556314,0.058518576,1
"24798","SP5649","OXFN","Y",17,2006,2022,"lcm_2019",42.22737819,66.41531323,5.877803558,1.54679041,"Improved grassland","Improved grassland",0.006870451,0.061096416,1
"24805","SP5662","NHAM","Y",10,2005,2024,"lcm_2019",31.94122196,88.05104408,4.949729312,1.237432328,"Built-up areas and gardens","Built-up areas and gardens",0.005357927,0.05601608,1
"24820","SP5698","LEIC","Y",26,1997,2023,"lcm_2019",53.90564578,32.44392885,7.733952049,1.856148492,"Built-up areas and gardens","Built-up areas and gardens",0.007437426,0.061268885,1
"24826","SP5700","OXFS","Y",13,2007,2024,"lcm_2019",26.45011601,89.26914153,4.021655066,1.237432328,"Arable","Arable",0.004609053,0.050011984,1
"24833","SP5713","OXFS","Y",24,1997,2024,"lcm_2019",20.41763341,83.9520495,3.09358082,1.237432328,"Semi-natural grassland","Semi-natural grassland",0.003887609,0.040345645,1
"24845","SP5800","OXFS","Y",20,1994,2023,"lcm_2019",31.01314772,88.16705336,4.949729312,1.237432328,"Arable","Arable",0.005403509,0.049766922,1
"24853","SP5808","OXFS","Y",6,2019,2024,"lcm_2019",49.72931168,35.1121423,5.568445476,1.54679041,"Arable","Arable",0.007136564,0.060546548,1
"24861","SP5810","OXFS","Y",26,1997,2023,"lcm_2019",57.84996133,49.16860015,7.424593968,1.54679041,"Arable","Arable",0.008493905,0.049828533,1
"24868","SP5811","OXFS","Y",19,1994,2023,"lcm_2019",38.82443929,55.645785,4.949729312,1.54679041,"Improved grassland","Improved grassland",0.006031967,0.046594687,1
"24878","SP5875","NHAM","Y",14,2011,2024,"lcm_2019",33.41067285,54.94972931,1.856148492,0.928074246,"Arable","Arable",0.005826882,0.047326477,1
"24883","SP5911","OXFS","Y",14,1994,2009,"lcm_2019",48.72389791,58.15931941,5.259087394,1.54679041,"Improved grassland","Improved grassland",0.009441489,0.056605228,1
"24891","SP5915","OXFS","Y",31,1994,2024,"lcm_2019",58.00464037,52.24284609,4.021655066,1.54679041,"Arable","Arable",0.011280533,0.030319935,1
"24920","SP5994","LEIC","Y",16,2009,2024,"lcm_2019",42.45939675,50.3866976,4.64037123,1.237432328,"Improved grassland","Improved grassland",0.007950883,0.037651496,1
"24925","SP6054","NHAM","Y",7,2017,2024,"lcm_2019",59.6287703,36.25290023,6.805877804,1.54679041,"Improved grassland","Arable",0.009088,0.046631534,0
"24948","SP6100","OXFS","Y",17,2008,2024,"lcm_2019",55.22041763,40.71925754,6.496519722,1.54679041,"Arable","Arable",0.008547009,0.045130934,1
"24955","SP6131","BUCK","Y",24,1995,2024,"lcm_2019",36.19489559,73.95591647,3.09358082,1.54679041,"Arable","Arable",0.00648366,0.024042728,1
"24968","SP6183","LEIC","Y",7,2007,2021,"lcm_2019",51.58546017,52.37819026,5.877803558,1.237432328,"Improved grassland","Improved grassland",0.010306386,0.046712209,1
"24977","SP6238","BUCK","Y",21,1994,2024,"lcm_2019",68.44547564,49.11059551,8.662026295,1.237432328,"Arable","Arable",0.010204724,0.064048879,1
"24987","SP6244","NHAM","Y",29,1994,2024,"lcm_2019",34.02938902,69.39288476,4.021655066,1.237432328,"Arable","Arable",0.004814712,0.050339588,1
"24992","SP6250","NHAM","Y",2,2019,2022,"lcm_2019",50.42536736,28.15158546,5.877803558,1.237432328,"Improved grassland","Improved grassland",0.011428571,0.053697033,1
"25001","SP6262","NHAM","Y",15,2010,2024,"lcm_2019",71.07501933,48.02784223,11.44624903,1.856148492,"Arable","Arable",0.009339775,0.063297531,1
"25008","SP6296","LEIC","Y",19,2004,2024,"lcm_2019",52.14700193,40.94777563,5.880077369,1.547388781,"Arable","Arable",0.006877657,0.05253566,1
"25028","SP6320","BUCK","Y",12,1999,2022,"lcm_2019",47.5638051,37.52900232,4.64037123,1.237432328,"Improved grassland","Semi-natural grassland",0.009562081,0.04424922,0
"25032","SP6342","NHAM","Y",8,2017,2024,"lcm_2019",56.53518948,43.69682908,5.259087394,1.237432328,"Improved grassland","Improved grassland",0.011221239,0.041224608,1
"25045","SP6348","NHAM","Y",15,2007,2023,"lcm_2019",51.50812065,54.42768755,7.424593968,1.237432328,"Improved grassland","Improved grassland",0.010031972,0.064353605,1
"25047","SP6351","NHAM","Y",10,2006,2021,"lcm_2019",41.91802011,57.03789637,4.64037123,1.54679041,"Arable","Arable",0.008,0.062828649,1
"25057","SP6473","NHAM","Y",20,2004,2024,"lcm_2019",50.27068832,51.17942769,5.568445476,1.237432328,"Arable","Arable",0.00918776,0.056693644,1
"25061","SP6474","NHAM","Y",21,1996,2024,"lcm_2019",39.21113689,70.03093581,3.712296984,1.237432328,"Arable","Arable",0.005543898,0.037713304,1
"25074","SP6494","LEIC","Y",12,1994,2021,"lcm_2019",42.84609435,71.77107502,5.877803558,1.237432328,"Arable","Arable",0.007112069,0.045360621,1
"25075","SP6502","OXFS","Y",22,2003,2024,"lcm_2019",34.3387471,59.45475638,4.949729312,1.54679041,"Arable","Arable",0.005905691,0.050732546,1
"25088","SP6506","OXFS","Y",7,2014,2021,"lcm_2019",42.76875483,73.39520495,4.64037123,1.54679041,"Improved grassland","Improved grassland",0.008261328,0.064585063,1
"25091","SP6510","BUCK","Y",18,1995,2024,"lcm_2019",47.33178654,48.66589327,3.09358082,1.54679041,"Arable","Improved grassland",0.011950735,0.040585493,0
"25096","SP6514","BUCK","Y",6,2019,2024,"lcm_2019",36.73627224,84.76411446,4.331013148,1.237432328,"Improved grassland","Improved grassland",0.006824818,0.058143954,1
"25116","SP6552","NHAM","Y",3,2019,2023,"lcm_2019",51.74013921,63.84377417,5.877803558,1.54679041,"Arable","Arable",0.008964264,0.046950801,1
"25121","SP6564","NHAM","Y",23,1995,2023,"lcm_2019",43.07811292,45.30162413,5.568445476,1.54679041,"Arable","Arable",0.006623986,0.05780123,1
"25124","SP6589","LEIC","Y",7,2018,2024,"lcm_2019",34.26140758,76.95282289,4.331013148,1.237432328,"Improved grassland","Improved grassland",0.006653266,0.063510013,1
"25137","SP6597","LEIC","Y",17,2006,2024,"lcm_2019",59.16473318,30.00773395,6.805877804,1.54679041,"Arable","Arable",0.009484536,0.05756951,1
"25141","SP6635","BUCK","Y",23,1994,2023,"lcm_2019",57.38592421,46.71307038,5.259087394,1.237432328,"Improved grassland","Improved grassland",0.013311258,0.035800169,1
"25151","SP6662","NHAM","Y",24,1994,2023,"lcm_2019",56.53518948,42.22737819,6.805877804,1.856148492,"Arable","Arable",0.008351648,0.051767395,1
"25173","SP6753","NHAM","Y",3,2019,2021,"lcm_2019",64.8878577,31.59319412,5.877803558,1.237432328,"Improved grassland","Improved grassland",0.012974296,0.045682179,1
"25188","SP6927","BUCK","Y",18,1995,2024,"lcm_2019",47.02242846,54.31167827,4.64037123,1.54679041,"Arable","Arable",0.005980776,0.040878013,1
"25198","SP6939","BUCK","Y",22,1994,2024,"lcm_2019",55.68445476,41.80201083,7.424593968,1.54679041,"Arable","Arable",0.008362627,0.052554767,1
"25201","SP6996","LEIC","Y",14,2006,2024,"lcm_2019",39.36581593,52.95823666,4.331013148,1.237432328,"Improved grassland","Improved grassland",0.008032129,0.045333921,1
"25206","SP7002","BUCK","Y",30,1994,2024,"lcm_2019",58.39133797,61.65893271,5.877803558,1.54679041,"Improved grassland","Improved grassland",0.01005958,0.04419619,1
"25219","SP7028","BUCK","Y",16,1994,2023,"lcm_2019",52.74555298,46.55839134,4.021655066,1.237432328,"Arable","Improved grassland",0.012591362,0.0499928,0
"25220","SP7045","NHAM","Y",17,2007,2024,"lcm_2019",29.23433875,66.41531323,3.09358082,1.237432328,"Arable","Arable",0.005007278,0.049807217,1
"25228","SP7053","NHAM","Y",26,1994,2022,"lcm_2019",45.86233565,80.80046404,7.115235886,1.54679041,"Arable","Arable",0.007370184,0.062683345,1
"25238","SP7108","BUCK","Y",18,1994,2024,"lcm_2019",63.34106729,35.96287703,6.805877804,1.54679041,"Arable","Improved grassland",0.012731183,0.044701702,0
"25243","SP7128","BUCK","Y",19,1994,2024,"lcm_2019",46.32637278,71.71307038,6.496519722,1.237432328,"Improved grassland","Improved grassland",0.007894311,0.052902845,1
"25255","SP7198","LEIC","Y",27,1994,2024,"lcm_2019",42.38205723,55.51044084,4.64037123,1.237432328,"Improved grassland","Improved grassland",0.008303727,0.046796202,1
"25264","SP7213","BUCK","Y",13,1994,2024,"lcm_2019",36.11755607,57.28924981,3.09358082,1.237432328,"Arable","Arable",0.006641917,0.049152537,1
"25271","SP7243","NHAM","Y",29,1994,2024,"lcm_2019",40.3712297,71.46171694,4.949729312,0.928074246,"Arable","Arable",0.007229437,0.050133324,1
"25275","SP7300","BUCK","Y",22,1994,2024,"lcm_2019",42.15003867,58.27532869,4.021655066,1.54679041,"Arable","Arable",0.005998673,0.039742282,1
"25280","SP7303","BUCK","Y",6,1995,2009,"lcm_2019",57.30858469,47.15777262,4.021655066,1.237432328,"Arable","Arable",0.010561706,0.032337653,1
"25291","SP7304","BUCK","Y",23,1994,2024,"lcm_2019",40.91260634,55.33642691,3.402938902,1.237432328,"Arable","Arable",0.006009783,0.043447771,1
"25296","SP7310","BUCK","Y",10,2006,2023,"lcm_2019",63.26372776,53.48027842,6.805877804,1.54679041,"Arable","Arable",0.011308749,0.065339033,1
"25302","SP7344","NHAM","Y",9,2007,2024,"lcm_2019",52.8228925,45.93967517,6.18716164,1.54679041,"Arable","Arable",0.010673401,0.058375655,1
"25312","SP7366","NHAM","Y",4,2019,2023,"lcm_2019",61.40757927,44.14153132,7.115235886,1.54679041,"Improved grassland","Improved grassland",0.011773982,0.043961004,1
"25321","SP7402","BUCK","Y",10,2007,2024,"lcm_2019",50.96674401,61.09822119,5.259087394,1.237432328,"Arable","Arable",0.007367089,0.041789503,1
"25329","SP7441","NHAM","Y",12,2013,2024,"lcm_2019",44.47022428,54.21500387,3.712296984,1.237432328,"Arable","Arable",0.005905849,0.033420054,1
"25345","SP7598","LEIC","Y",25,1994,2024,"lcm_2019",52.74555298,62.68368136,5.568445476,1.54679041,"Arable","Arable",0.009302899,0.048949913,1
"25349","SP7646","NHAM","Y",17,2008,2024,"lcm_2019",36.9682908,42.18870843,2.784222738,1.237432328,"Arable","Arable",0.006342805,0.036829847,1
"25359","SP7662","NHAM","Y",12,2013,2024,"lcm_2019",28.6929621,72.09976798,1.856148492,1.237432328,"Built-up areas and gardens","Built-up areas and gardens",0.006006972,0.024013052,1
"25364","SP7681","LEIC","Y",8,2006,2016,"lcm_2019",36.89095128,57.15390565,4.331013148,1.237432328,"Arable","Arable",0.006008119,0.058569316,1
"25372","SP7733","BUCK","Y",7,2017,2024,"lcm_2019",38.97911833,71.17169374,4.64037123,1.237432328,"Improved grassland","Improved grassland",0.006020103,0.048479797,1
"25379","SP7750","NHAM","Y",16,1994,2024,"lcm_2019",56.92188708,67.44006187,7.733952049,1.237432328,"Arable","Arable",0.008738532,0.05085288,1
"25390","SP7805","BUCK","Y",10,2007,2024,"lcm_2019",69.60556845,50.05800464,6.18716164,1.54679041,"Improved grassland","Improved grassland",0.013286983,0.047915202,1
"25403","SP7832","BUCK","Y",16,2006,2024,"lcm_2019",54.29234339,35.42150039,6.496519722,1.54679041,"Improved grassland","Improved grassland",0.007161572,0.059025131,1
"25412","SP7845","NHAM","Y",9,2016,2024,"lcm_2019",49.49729312,76.48878577,5.259087394,0.928074246,"Arable","Arable",0.007704752,0.046753681,1
"25417","SP7856","NHAM","Y",10,2006,2024,"lcm_2019",48.10518175,62.72235112,5.568445476,1.237432328,"Arable","Arable",0.006732429,0.033093844,1
"25425","SP7860","NHAM","Y",27,1994,2024,"lcm_2019",68.21345708,39.28847641,7.115235886,1.54679041,"Built-up areas and gardens","Built-up areas and gardens",0.007519685,0.059823508,1
"25433","SP7910","BUCK","Y",23,1995,2024,"lcm_2019",40.60324826,48.08584687,3.402938902,1.54679041,"Improved grassland","Improved grassland",0.007141134,0.040939471,1
"25438","SP7932","BUCK","Y",12,1995,2024,"lcm_2019",68.60015468,33.73936582,8.352668213,1.54679041,"Improved grassland","Improved grassland",0.011277937,0.044404005,1
"25455","SP7960","NHAM","Y",22,1994,2024,"lcm_2019",71.46171694,30.52977572,7.733952049,1.856148492,"Semi-natural grassland","Semi-natural grassland",0.014794174,0.05643495,1
"25457","SP7961","NHAM","Y",5,2018,2024,"lcm_2019",38.97911833,78.15158546,7.115235886,1.856148492,"Built-up areas and gardens","Built-up areas and gardens",0.004730332,0.067073743,1
"25470","SP7976","NHAM","Y",12,2011,2024,"lcm_2019",33.48801237,80.78112916,4.331013148,1.54679041,"Arable","Arable",0.006012446,0.049317922,1
