gridref,region_code,allocated,nyrs,firstyear,lastyear
SJ6363,CHMI,Y,16,1999,2024
SJ6381,CHNE,Y,15,1999,2024
SJ6419,SHRP,Y,24,1997,2024
SJ6433,SHRP,Y,23,1997,2024
SJ6548,CHSS,Y,9,2006,2023
SJ6560,CHMI,N,9,1999,2010
SJ6563,CHMI,N,12,1998,2011
SJ6601,SHRP,Y,18,1997,2022
SJ6659,CHSS,N,15,1994,2017
SJ6672,CHMI,Y,4,2005,2024
SJ6710,SHRP,N,12,1994,2022
SJ6784,CHNE,Y,30,1994,2024
SJ6791,MANC,Y,18,2005,2024
SJ6838,SHRP,Y,28,1994,2024
SJ6855,CHSS,Y,22,1998,2023
SJ6863,CHMI,N,9,1999,2009
SJ6864,CHMI,Y,9,1998,2022
SJ6871,CHMI,N,14,1998,2017
SJ6878,CHMI,N,23,1994,2022
SJ6945,CHSS,Y,13,1994,2023
SJ6951,CHSS,Y,25,1997,2024
SJ7023,STFW,Y,12,2003,2023
SJ7063,CHSS,Y,17,2003,2024
SJ7127,STFW,Y,16,1998,2023
SJ7139,STFW,Y,5,2008,2024
SJ7179,CHMI,N,17,2006,2023
SJ7181,CHNE,N,4,2009,2012
SJ7188,CHNE,Y,10,2006,2018
SJ7236,STFW,N,12,2007,2019
SJ7280,CHNE,N,9,1994,2005
SJ7292,MANC,Y,19,2001,2019
SJ7323,STFW,Y,29,1996,2024
SJ7347,STFW,Y,20,1994,2023
SJ7452,CHSS,N,7,2005,2015
SJ7465,CHSS,Y,24,1999,2024
SJ7490,MANC,Y,27,1996,2024
SJ7546,STFW,N,14,1994,2016
SJ7558,CHSS,Y,27,1994,2023
SJ7561,CHSS,Y,14,2005,2023
SJ7568,CHSS,Y,25,1994,2024
SJ7608,SHRP,Y,26,1997,2024
SJ7684,CHNE,Y,19,2005,2024
SJ7694,MANC,Y,27,1996,2024
SJ7723,STFW,Y,25,1996,2024
SJ7747,STFW,Y,15,2007,2024
SJ7756,CHSS,N,22,1994,2016
SJ7768,CHSS,Y,13,2006,2023
SJ7792,MANC,Y,24,1994,2019
SJ7902,SHRP,N,18,1997,2016
SJ7974,CHMI,Y,25,1999,2024
SJ7979,CHMI,N,12,2005,2021
SJ7983,CHNE,Y,11,2006,2024
SJ7992,MANC,Y,18,2005,2023
SJ8070,CHNE,Y,26,1994,2024
SJ8084,CHNE,N,20,1994,2013
SJ8090,MANC,Y,13,2011,2023
SJ8091,MANC,Y,16,2005,2021
SJ8097,MANC,Y,14,2006,2023
SJ8182,CHNE,Y,23,1999,2024
SJ8191,MANC,Y,29,1994,2024
SJ8217,STFW,Y,30,1994,2024
SJ8221,STFW,Y,12,2011,2022
SJ8254,STFW,Y,28,1994,2023
SJ8269,CHSS,Y,22,1999,2024
SJ8380,CHNE,Y,15,2009,2024
SJ8392,MANC,Y,25,1999,2024
SJ8393,MANC,N,31,1994,2024
SJ8427,STFW,Y,10,1994,2013
SJ8440,STFW,Y,23,1994,2019
SJ8493,MANC,Y,27,1996,2023
SJ8534,STFW,Y,22,1998,2024
SJ8640,STFW,Y,14,2007,2022
SJ8664,CHSS,Y,23,1999,2024
SJ8750,STFW,Y,14,2006,2024
SJ8769,CHSS,Y,18,2006,2024
SJ8781,CHNE,Y,20,1999,2024
SJ8793,MANC,Y,24,1995,2022
SJ8851,STFW,Y,14,1996,2017
SJ8937,STFW,Y,18,2006,2024
SJ8965,CHSS,Y,9,2006,2018
SJ9025,STFW,Y,1,2007,2007
SJ9068,STFW,N,5,2005,2009
SJ9074,CHNE,Y,18,2005,2024
SJ9167,STFW,Y,17,1994,2011
SJ9272,CHNE,Y,14,1999,2024
SJ9278,CHNE,Y,23,1994,2024
SJ9348,STFW,Y,17,1998,2023
SJ9385,CHNE,Y,19,2005,2024
SJ9390,MANC,Y,28,1994,2022
SJ9400,STFW,Y,19,2000,2024
SJ9406,STFW,Y,19,1994,2016
SJ9423,STFW,Y,10,2009,2023
SJ9446,STFW,Y,15,2007,2024
SJ9488,CHNE,Y,20,2005,2024
SJ9498,MANC,N,17,2005,2022
SJ9523,STFW,Y,23,1996,2023
SJ9541,STFW,N,15,1994,2019
SJ9591,MANC,Y,26,1996,2024
SJ9597,MANC,N,26,1994,2022
SJ9635,STFW,Y,8,2012,2024
SJ9638,STFW,Y,14,1994,2024
SJ9672,CHNE,Y,11,2010,2023
SJ9673,CHNE,Y,21,1999,2024
SJ9678,CHNE,Y,15,2010,2024
SJ9679,CHNE,Y,30,1994,2024
SJ9708,STFW,N,6,2003,2008
SJ9738,STFW,Y,15,1994,2024
SJ9753,STFW,Y,14,1997,2021
SJ9817,STFW,Y,30,1994,2024
SJ9880,CHNE,Y,14,2010,2024
SJ9881,CHNE,Y,25,1994,2024
SJ9899,MANC,Y,23,1997,2021
SJ9951,STFW,N,7,1994,2005
SJ9987,CHNE,N,10,2010,2019
SJ9988,CHNE,Y,24,1999,2024
SJ9990,MANC,Y,25,1998,2024
SK0058,STFN,Y,5,1998,2008
SK0060,STFN,N,5,2012,2016
SK0061,STFN,N,12,1994,2016
SK0074,DERN,Y,17,1997,2024
SK0075,DERN,Y,7,2011,2024
SK0104,STFS,Y,21,1994,2024
SK0141,STFN,Y,21,1994,2023
SK0169,STFN,N,11,2007,2017
SK0180,DERN,Y,10,2015,2024
SK0183,DERN,Y,8,2011,2024
SK0184,DERN,Y,20,1994,2024
SK0187,DERN,Y,17,2003,2023
SK0287,DERN,Y,17,1994,2023
SK0366,STFN,Y,15,1995,2022
SK0378,DERN,Y,4,2018,2024
SK0379,DERN,Y,10,2007,2024
SK0393,DERN,Y,14,2011,2024
SK0394,DERN,Y,19,2006,2024
SK0398,DERN,Y,4,2011,2014
SK0399,DERN,Y,14,1997,2014
SK0444,STFN,Y,11,1995,2015
SK0453,STFN,Y,9,1997,2021
SK0457,STFN,Y,14,1995,2021
SK0463,STFN,Y,6,2016,2021
SK0466,STFN,Y,4,2012,2022
SK0489,DERN,Y,1,2013,2013
SK0490,DERN,Y,16,1996,2022
SK0500,STFS,Y,26,1994,2023
SK0543,STFN,Y,19,2006,2024
SK0579,DERN,Y,21,1996,2023
SK0708,STFS,Y,26,1994,2023
SK0719,STFS,Y,30,1994,2024
SK0733,STFN,N,1,2012,2012
SK0759,STFN,Y,10,2011,2023
SK0760,STFN,Y,10,2010,2023
SK0799,DERN,Y,29,1994,2024
SK0807,STFS,N,25,1994,2019
SK0820,STFN,Y,25,1994,2024
SK0948,STFN,Y,14,2007,2023
SK0979,DERN,N,6,2018,2023
SK0980,DERN,N,15,1994,2023
SK0991,DERN,Y,11,2013,2024
SK0992,DERN,Y,13,2011,2024
SK0996,DERN,Y,14,2011,2024
SK0997,DERN,Y,25,1996,2024
SK1033,DERS,Y,13,1994,2024
SK1036,DERS,Y,20,2000,2024
SK1053,STFN,Y,13,2008,2022
SK1087,DERN,Y,14,2011,2024
SK1088,DERN,Y,29,1994,2024
SK1099,YKSW,Y,9,2015,2024
SK1104,STFS,N,10,1997,2012
SK1106,STFS,Y,18,1994,2024
SK1142,STFN,Y,21,1994,2021
SK1183,DERN,Y,3,2011,2023
SK1184,DERN,Y,10,2007,2023
SK1190,YKSW,Y,11,2014,2024
SK1218,STFS,Y,9,1994,2019
SK1226,STFN,Y,17,1996,2016
SK1229,STFN,N,22,1994,2015
SK1262,DERN,Y,17,1999,2023
SK1268,DERN,Y,9,2012,2023
SK1269,DERN,Y,12,2010,2024
SK1307,STFS,Y,17,2007,2024
SK1381,DERN,Y,10,2007,2024
SK1388,DERN,Y,22,1994,2024
SK1395,YKSW,Y,9,2014,2023
SK1407,STFS,Y,24,1997,2024
SK1544,STFN,Y,19,1996,2024
SK1569,DERN,Y,12,2011,2024
SK1570,DERN,Y,23,1994,2024
SK1617,STFS,Y,10,2008,2018
SK1678,DERN,Y,15,2007,2024
SK1708,STFS,Y,13,2005,2023
SK1712,STFS,Y,19,2006,2024
SK1787,DERN,Y,16,2005,2024
SK1818,STFS,Y,24,1994,2019
SK1862,DERN,Y,17,1996,2024
SK1873,DERN,Y,4,2013,2017
SK1874,DERN,Y,10,2006,2024
SK1950,STFN,N,4,1994,2006
SK1962,DERN,Y,4,2011,2014
SK1963,DERN,Y,2,2011,2024
SK1964,DERN,Y,20,2005,2024
SK2072,DERN,Y,7,2011,2024
SK2073,DERN,Y,10,2007,2024
SK2085,YKSW,Y,10,2007,2024
SK2098,YKSW,Y,10,2010,2019
SK2099,YKSW,Y,14,2007,2020
SK2187,YKSW,Y,9,2011,2024
SK2188,YKSW,Y,9,2011,2024
SK2191,YKSW,Y,30,1994,2024
SK2193,YKSW,Y,14,2010,2023
SK2194,YKSW,Y,28,1994,2023
SK2207,STFS,N,4,1995,2010
SK2236,DERS,Y,22,2002,2024
SK2268,DERN,Y,13,2006,2024
SK2286,YKSW,Y,15,2010,2024
SK2287,YKSW,Y,22,1997,2024
SK2289,YKSW,Y,13,2010,2024
SK2290,YKSW,Y,22,1994,2018
SK2368,DERN,Y,2,2014,2016
SK2369,DERN,Y,14,1998,2024
SK2382,YKSW,Y,22,1998,2024
SK2389,YKSW,Y,18,2007,2024
SK2430,DERS,Y,17,2006,2024
SK2459,DERS,Y,9,2010,2024
SK2513,STFS,N,5,1997,2011
SK2542,DERS,Y,22,1994,2024
SK2544,DERS,Y,24,1997,2024
SK2577,DERN,Y,28,1994,2024
SK2659,DERS,Y,21,2000,2024
SK2703,STFS,N,7,2006,2012
SK2708,STFS,Y,20,1995,2024
SK2710,STFS,Y,28,1994,2024
SK2787,YKSW,Y,15,2010,2024
SK2790,YKSW,Y,16,2008,2024
SK2882,YKSW,Y,17,2007,2024
SK2975,DERN,Y,20,1994,2024
SK2977,DERN,Y,2,2021,2022
SK2978,DERN,Y,12,2007,2023
SK2994,YKSW,Y,11,2008,2023
SK3019,LEIC,N,5,1994,2022
SK3024,DERS,Y,4,2007,2018
SK3038,DERS,N,14,1995,2012
SK3150,DERS,Y,26,1994,2024
SK3168,DERN,Y,4,2007,2024
SK3193,YKSW,Y,9,2007,2023
SK3247,DERS,Y,7,2008,2023
SK3277,DERN,Y,23,1994,2024
SK3348,DERS,Y,23,1994,2024
SK3391,YKSW,Y,4,2010,2018
SK3423,DERS,N,22,1994,2015
SK3424,DERS,Y,5,2019,2024
SK3432,DERS,N,18,1994,2011
SK3448,DERS,Y,21,1995,2023
SK3489,YKSW,Y,10,2007,2023
SK3506,LEIC,N,15,2004,2019
SK3527,DERS,Y,15,2009,2024
SK3533,DERS,N,22,1994,2019
SK3534,DERS,N,4,2005,2008
SK3565,DERN,Y,18,1995,2016
SK3584,YKSW,Y,14,2007,2024
SK3627,DERS,Y,19,2005,2024
SK3639,DERS,Y,30,1995,2024
SK3640,DERS,Y,19,1997,2023
SK3648,DERS,Y,14,2006,2024
SK3651,DERS,Y,11,2014,2024
SK3690,YKSW,Y,5,2011,2023
SK3697,YKSW,Y,28,1994,2024
SK3710,LEIC,N,12,2007,2022
SK3730,DERS,N,11,2005,2017
SK3742,DERS,Y,27,1994,2024
SK3756,DERS,N,5,2004,2014
SK3803,LEIC,N,1,2004,2004
SK3813,LEIC,Y,19,1996,2017
SK3825,DERS,Y,18,2005,2024
SK3831,DERS,Y,11,2008,2021
SK3851,DERS,Y,22,1995,2024
SK3878,DERN,N,16,2007,2022
SK3915,LEIC,Y,9,2006,2023
SK3942,DERS,Y,10,2006,2024
SK3959,DERS,Y,18,1997,2024
SK3986,YKSW,Y,25,1994,2022
SK3989,YKSW,Y,25,1996,2023
SK4158,DERS,N,25,1994,2020
SK4164,DERN,Y,30,1994,2023
SK4231,DERS,Y,10,2012,2024
SK4251,DERS,Y,22,1999,2020
SK4279,DERN,Y,3,2005,2024
SK4292,YKSE,Y,13,1997,2023
SK4357,DERS,Y,3,2013,2024
SK4409,LEIC,Y,15,2004,2024
SK4440,DERS,Y,3,2022,2024
SK4453,DERS,Y,6,2015,2024
SK4462,DERN,Y,3,2016,2018
SK4484,YKSE,N,12,2007,2018
SK4500,LEIC,Y,8,2004,2011
SK4541,DERS,Y,2,2018,2019
SK4557,DERS,N,3,2016,2018
SK4586,YKSE,Y,19,1996,2024
SK4607,LEIC,Y,20,2004,2024
SK4611,LEIC,Y,11,2004,2016
SK4621,LEIC,Y,9,1997,2023
SK4655,DERS,N,4,2015,2018
SK4702,LEIC,N,5,2004,2008
SK4737,DERS,Y,16,2006,2024
SK4759,DERS,Y,20,2003,2024
SK4805,LEIC,N,15,1995,2016
SK4840,DERS,N,13,1999,2021
SK4844,DERS,N,7,2005,2022
SK4849,DERS,N,19,1994,2018
SK4865,DERN,Y,11,2008,2023
SK4872,DERN,Y,20,1994,2024
SK4943,DERS,Y,12,2007,2022
SK4962,DERN,Y,5,2015,2024
SK4982,YKSE,Y,27,1997,2023
SK4997,YKSE,Y,8,2001,2009
SK5041,NOTT,Y,19,2005,2023
SK5043,NOTT,N,26,1994,2020
SK5048,NOTT,Y,24,1994,2024
SK5052,NOTT,N,4,2016,2019
SK5053,NOTT,Y,23,1995,2023
SK5100,LEIC,Y,19,2006,2024
SK5101,LEIC,N,3,2015,2018
SK5126,NOTT,Y,13,2005,2024
SK5158,NOTT,Y,22,1994,2023
SK5198,YKSE,Y,18,1994,2024
SK5204,LEIC,N,4,2010,2013
SK5222,NOTT,Y,2,2023,2024
SK5234,NOTT,N,21,1997,2023
SK5251,NOTT,N,23,1994,2018
SK5254,NOTT,Y,19,2003,2023
SK5275,NOTT,Y,20,2003,2023
SK5277,NOTT,Y,14,2009,2023
SK5296,YKSE,Y,26,1997,2024
SK5304,LEIC,N,3,2013,2018
SK5326,NOTT,Y,6,2017,2023
SK5343,NOTT,Y,18,1994,2022
SK5346,NOTT,N,15,1996,2019
SK5357,NOTT,N,18,2003,2021
SK5379,NOTT,N,23,1996,2019
SK5416,LEIC,Y,3,2019,2023
SK5446,NOTT,N,17,1997,2019
SK5462,NOTT,N,19,1995,2019
SK5488,YKSE,Y,10,2006,2023
SK5493,YKSE,N,13,1996,2009
SK5515,LEIC,N,13,2007,2019
SK5525,NOTT,Y,25,1994,2024
SK5544,NOTT,N,26,1994,2019
SK5552,NOTT,Y,26,1997,2024
SK5740,NOTT,N,25,1994,2023
SK5765,NOTT,Y,16,1994,2024
SK5768,NOTT,Y,27,1996,2024
SK5769,NOTT,N,10,2000,2021
SK5799,YKSE,Y,6,2007,2021
SK5808,LEIC,Y,28,1996,2024
SK5814,LEIC,Y,29,1994,2024
SK5830,NOTT,Y,30,1994,2024
SK5882,YKSE,Y,24,1994,2024
SK5951,NOTT,N,3,2017,2019
SK5964,NOTT,Y,18,1995,2024
SK6014,LEIC,Y,11,2003,2024
SK6046,NOTT,N,13,1994,2016
SK6050,NOTT,Y,25,1994,2024
SK6051,NOTT,Y,21,1994,2023
SK6071,NOTT,Y,5,2005,2018
SK6172,NOTT,Y,16,1997,2018
SK6182,NOTT,N,24,1994,2019
SK6184,NOTT,N,21,1996,2021
SK6194,YKSE,Y,8,2000,2024
SK6256,NOTT,N,17,1998,2015
SK6276,NOTT,Y,31,1994,2024
SK6286,NOTT,Y,27,1995,2024
SK6332,NOTT,Y,18,1994,2021
SK6348,NOTT,Y,26,1997,2023
SK6369,NOTT,N,2,2019,2020
SK6426,LEIC,Y,16,1996,2024
SK6447,NOTT,N,24,1994,2022
SK6483,NOTT,N,20,1995,2019
SK6490,YKSE,N,12,1996,2009
SK6494,YKSE,N,12,1996,2009
SK6535,NOTT,Y,30,1994,2023
SK6594,YKSE,N,1,2007,2007
SK6633,NOTT,Y,1,2024,2024
SK6769,NOTT,Y,22,1994,2024
SK6872,NOTT,Y,21,1996,2022
SK6880,NOTT,Y,24,1999,2024
SK6913,LEIC,Y,4,2021,2024
SK7041,NOTT,Y,21,1998,2024
SK7088,NOTT,Y,27,1994,2024
SK7091,NOTT,Y,15,1994,2021
SK7117,LEIC,Y,18,2004,2023
SK7176,NOTT,Y,5,2018,2023
SK7198,NOTT,N,11,1994,2012
SK7236,LEIC,N,8,2006,2013
SK7243,NOTT,N,16,1994,2018
SK7250,NOTT,Y,27,1995,2024
SK7257,NOTT,N,14,2007,2022
SK7258,NOTT,Y,28,1994,2024
SK7266,NOTT,N,3,2017,2019
SK7268,NOTT,Y,16,2005,2023
SK7278,NOTT,Y,15,1994,2024
SK7291,NOTT,Y,16,1996,2023
SK7328,LEIC,Y,27,1994,2024
SK7343,NOTT,Y,18,1997,2023
SK7345,NOTT,Y,27,1994,2024
SK7370,NOTT,Y,21,1994,2024
SK7373,NOTT,Y,18,1998,2022
SK7398,NOTT,Y,18,1996,2023
SK7417,LEIC,Y,17,2006,2023
SK7438,LEIC,N,6,2014,2019
SK7504,LEIC,Y,5,2015,2022
SK7569,NOTT,Y,19,1994,2024
SK7576,NOTT,Y,2,2023,2024
SK7588,NOTT,Y,16,1996,2024
SK7611,LEIC,Y,2,2023,2024
SK7675,NOTT,Y,19,1995,2023
SK7677,NOTT,Y,9,1998,2024
SK7764,NOTT,Y,13,1995,2023
SK7792,NOTT,N,19,1994,2019
SK7811,LEIC,Y,19,2004,2023
SK7872,NOTT,Y,13,1994,2023
SK7918,LEIC,Y,6,2007,2023
SK7939,LEIC,Y,15,2005,2023
SK7940,NOTT,Y,27,1994,2023
SK7943,NOTT,Y,16,2006,2024
SK7946,NOTT,Y,22,1994,2024
SK7947,NOTT,Y,21,1999,2024
SK7953,NOTT,Y,30,1994,2024
SK7954,NOTT,Y,29,1994,2024
SK7959,NOTT,N,23,1995,2019
SK7996,NOTT,N,13,2007,2019
SK8098,LINN,N,8,2010,2017
SK8152,NOTT,Y,3,2018,2023
SK8174,LINW,Y,15,1994,2024
SK8218,LEIC,Y,17,1994,2024
SK8255,NOTT,Y,8,2016,2024
SK8305,LEIC,Y,16,2006,2024
SK8339,LEIC,N,14,2006,2021
SK8349,LINW,N,23,1994,2017
SK8353,NOTT,N,21,1996,2018
SK8357,NOTT,N,9,1994,2011
SK8359,NOTT,N,6,2005,2018
SK8424,LEIC,Y,21,2004,2024
SK8457,NOTT,Y,28,1994,2024
SK8505,LEIC,Y,7,2018,2024
SK8649,LINW,N,16,1997,2017
SK8702,LEIC,Y,18,1994,2024
SK8833,LEIC,Y,17,2005,2023
SK8841,LINW,N,12,1995,2019
SK8864,NOTT,Y,15,2005,2024
SK8881,LINW,N,24,1994,2022
SK8952,NOTT,N,4,2005,2011
SK9158,LINW,Y,22,1994,2024
SK9208,LEIC,Y,14,2007,2024
SK9238,LINS,Y,27,1994,2022
SK9287,LINW,N,13,2007,2019
SK9295,LINN,N,8,2012,2021
SK9374,LINW,Y,27,1997,2024
SK9395,LINN,Y,11,2006,2023
SK9398,LINN,Y,11,2012,2023
SK9464,LINW,Y,21,1995,2024
SK9571,LINW,Y,15,1994,2024
SK9574,LINW,Y,21,1996,2022
SK9632,LINS,N,3,2014,2016
SK9723,LINS,Y,19,2006,2024
SK9751,LINW,Y,28,1997,2024
SK9753,LINW,Y,2,2023,2024
SK9770,LINW,Y,8,2017,2024
SK9869,LINW,Y,3,2022,2024
SK9873,LINW,Y,26,1994,2019
SK9887,LINW,Y,7,2017,2023
SK9932,LINS,Y,19,2005,2024
SK9973,LINW,N,7,1999,2022
SK9985,LINW,Y,26,1995,2024
SM7924,PEMB,Y,28,1994,2024
SM8010,PEMB,Y,21,1999,2024
SM8030,PEMB,Y,17,1994,2022
SM8107,PEMB,Y,12,1997,2023
SM8113,PEMB,Y,25,1994,2024
SM8223,PEMB,Y,26,1994,2023
SM8322,PEMB,Y,22,2002,2024
SM8518,PEMB,Y,22,2002,2024
SM8734,PEMB,Y,19,1998,2024
SM8821,PEMB,Y,24,1994,2023
SM9000,PEMB,Y,5,2000,2023
SM9225,PEMB,Y,26,1996,2024
SM9234,PEMB,Y,28,1995,2024
SM9318,PEMB,Y,8,2000,2010
SM9333,PEMB,N,8,2013,2022
SM9338,PEMB,Y,8,2004,2021
SM9519,PEMB,N,5,2012,2018
SM9533,PEMB,Y,23,1996,2024
SM9622,PEMB,N,7,2014,2022
SM9632,PEMB,Y,20,1994,2022
SM9711,PEMB,Y,4,2021,2024
SN0101,PEMB,Y,2,2014,2016
SN0107,PEMB,Y,27,1995,2024
SN0237,PEMB,Y,16,1997,2023
SN0514,PEMB,Y,19,2006,2024
SN1018,PEMB,Y,5,2005,2010
SN1102,PEMB,Y,3,2000,2024
SN1342,PEMB,Y,21,2002,2024
SN1405,PEMB,Y,21,2002,2023
SN1419,PEMB,N,7,1997,2005
SN1510,PEMB,Y,3,2021,2023
SN1514,PEMB,N,3,2012,2017
SN1739,PEMB,N,8,2003,2018
SN1744,PEMB,Y,12,2013,2024
SN1840,PEMB,Y,3,2021,2023
SN2048,CARD,Y,8,2015,2023
SN2145,CARD,N,1,1996,1996
SN2412,CARM,N,10,1995,2015
SN2451,CARD,Y,20,2000,2024
SN2539,PEMB,N,13,1995,2023
SN2635,PEMB,Y,11,1994,2022
SN2942,CARD,Y,6,2017,2024
SN3243,CARD,N,6,1997,2007
SN3347,CARD,Y,17,1999,2024
SN3751,CARD,Y,1,1999,1999
SN3819,CARM,N,16,1998,2023
SN3844,CARD,N,6,1999,2009
SN3930,CARM,N,8,2006,2019
SN4043,CARD,N,8,2013,2022
SN4116,CARM,N,10,1998,2008
SN4147,CARD,N,6,2007,2012
SN4346,CARD,N,18,1994,2013
SN4551,CARD,N,1,2006,2006
SN4616,CARM,N,7,1994,2006
SN4627,CARM,N,12,1999,2015
SN4701,CARM,N,10,1994,2016
SN4711,CARM,N,1,2007,2007
SN4907,CARM,N,21,1994,2022
SN5053,CARD,Y,23,1998,2024
SN5157,CARD,Y,14,2006,2024
SN5158,CARD,Y,28,1994,2023
SN5164,CARD,N,10,2009,2019
SN5263,CARD,Y,5,2015,2024
SN5573,CARD,Y,8,2013,2022
SN5718,CARM,Y,20,1994,2024
SN5736,CARM,N,14,1994,2015
SN5767,CARD,Y,14,2006,2024
SN5771,CARD,Y,8,2013,2022
SN5953,CARD,N,9,1998,2018
SN5984,CARD,Y,28,1994,2024
SN6078,CARD,N,10,2007,2017
SN6177,CARD,Y,16,2006,2024
SN6196,CARD,Y,15,2004,2024
SN6326,CARM,N,25,1994,2022
SN6390,CARD,Y,17,2004,2022
SN6533,CARM,N,8,1999,2007
SN6539,CARM,N,7,1995,2005
SN6549,CARM,N,5,2012,2016
SN6550,CARD,Y,17,2000,2019
SN6555,CARD,N,6,2013,2018
SN6569,CARD,Y,10,2012,2024
SN6570,CARD,Y,13,2005,2024
SN6592,CARD,Y,10,2014,2024
SN6687,CARD,Y,20,1994,2014
SN6699,CARD,Y,1,2019,2019
SN6714,CARM,N,9,2006,2019
SN6801,GLAW,Y,21,1998,2024
SN6831,CARM,Y,11,2013,2024
SN6853,CARD,Y,10,2013,2024
SN6861,CARD,Y,19,1994,2015
SN6907,GLAW,Y,27,1994,2024
SN7039,CARM,N,9,1994,2005
SN7157,CARD,N,7,1998,2007
SN7219,CARM,N,19,1998,2018
SN7276,CARD,Y,14,2010,2024
SN7277,CARD,Y,26,1994,2024
SN7399,CARD,Y,13,2008,2024
SN7417,CARM,N,21,1994,2018
SN7443,CARM,N,16,1994,2022
SN7474,CARD,Y,6,2015,2021
SN7476,CARD,Y,7,2015,2022
SN7477,CARD,Y,18,1996,2022
SN7554,CARD,Y,21,1994,2024
SN7670,CARD,N,4,2015,2019
SN7671,CARD,N,12,2000,2019
SN7686,CARD,N,16,1994,2019
SN7779,CARD,Y,9,2012,2022
SN7780,CARD,Y,9,2012,2022
SN7841,CARM,N,1,2010,2010
SN7842,CARM,N,3,2010,2019
SN7849,CARM,N,6,1994,2008
SN7864,CARD,Y,10,2012,2022
SN7902,GLAW,Y,9,1998,2011
SN8002,GLAW,Y,28,1994,2022
SN8003,GLAW,Y,31,1994,2024
SN8103,GLAW,Y,19,1998,2019
SN8104,GLAW,N,1,2014,2014
SN8195,MONT,Y,27,1994,2024
SN8199,MONT,Y,15,1998,2024
SN8408,GLAW,N,6,2007,2019
SN8456,BREC,Y,9,2007,2024
SN8514,BREC,N,1,2022,2022
SN8637,BREC,Y,9,2010,2023
SN8638,BREC,Y,19,1998,2023
SN8839,BREC,Y,9,2011,2023
SN8840,BREC,Y,20,1998,2023
SN8844,BREC,Y,11,1994,2007
SN8849,BREC,Y,13,1994,2013
SN8878,CARD,N,1,2015,2015
SN8879,CARD,N,16,1994,2015
SN8888,MONT,Y,10,2010,2024
SN8889,MONT,Y,10,2010,2024
SN8960,BREC,Y,4,2014,2024
SN8961,BREC,Y,17,1994,2024
SN9096,MONT,Y,14,1995,2014
SN9099,MONT,Y,15,1994,2021
SN9175,MONT,Y,3,2012,2014
SN9293,MONT,Y,24,1994,2024
SN9300,GLAM,N,2,2000,2006
SN9401,GLAM,Y,3,2014,2022
SN9434,BREC,Y,12,2010,2024
SN9435,BREC,Y,18,1995,2024
SN9523,BREC,Y,6,2018,2024
SN9537,BREC,Y,17,2005,2024
SN9657,BREC,Y,26,1994,2024
SN9730,BREC,Y,23,1994,2024
SN9786,MONT,N,10,1994,2008
SN9871,MONT,N,6,2012,2019
SN9896,MONT,N,14,1994,2018
SN9906,GLAM,Y,17,1999,2024
SO0102,GLAM,Y,25,1998,2024
SO0114,BREC,N,5,2018,2023
SO0276,RADN,N,14,1994,2017
SO0500,GLAM,N,9,2010,2018
SO0501,GLAM,Y,26,1997,2024
SO0712,BREC,Y,14,1997,2024
SO0798,MONT,Y,15,1994,2024
SO0800,GLAM,Y,24,1997,2024
SO0801,GLAM,N,20,1999,2019
SO0803,GLAM,N,7,2013,2019
SO0872,RADN,Y,13,1994,2022
SO0875,RADN,Y,22,1994,2022
SO0907,GLAM,Y,16,1998,2024
SO0916,BREC,Y,12,2012,2024
SO0937,BREC,Y,24,1998,2023
SO1000,GWEN,Y,14,2010,2024
SO1158,RADN,N,2,2006,2014
SO1177,RADN,Y,10,1994,2024
SO1200,GWEN,Y,19,2005,2024
SO1233,BREC,Y,24,2000,2024
SO1320,BREC,Y,29,1994,2024
SO1352,RADN,Y,5,2005,2010
SO1373,RADN,N,6,2006,2017
SO1402,GWEN,Y,6,2018,2024
SO1429,BREC,Y,20,1994,2024
SO1445,RADN,N,12,2005,2020
SO1470,RADN,N,6,1994,2014
SO1522,BREC,Y,4,2010,2024
SO1523,BREC,Y,24,1997,2024
SO1539,BREC,Y,28,1995,2024
SO1569,RADN,N,7,1994,2014
SO1857,RADN,Y,9,2007,2024
SO1902,GWEN,Y,4,2018,2024
SO1919,BREC,Y,8,2010,2024
SO1920,BREC,Y,15,1999,2023
SO2000,GWEN,Y,3,2022,2024
SO2016,GWEN,Y,23,1994,2024
SO2106,GWEN,Y,24,1994,2023
SO2107,GWEN,Y,4,2015,2023
SO2114,GWEN,Y,10,2015,2024
SO2156,RADN,Y,15,2007,2024
SO2173,RADN,N,4,2009,2014
SO2214,GWEN,Y,24,1995,2024
SO2228,BREC,Y,11,2013,2024
SO2229,BREC,Y,27,1994,2024
SO2247,RADN,Y,22,1994,2024
SO2303,GWEN,Y,1,2024,2024
SO2317,GWEN,Y,17,2007,2024
SO2318,GWEN,Y,6,2016,2024
SO2384,SHRP,Y,10,1997,2024
SO2464,RADN,N,14,1994,2010
SO2530,BREC,Y,4,2021,2024
SO2555,RADN,Y,1,2010,2010
SO2574,RADN,Y,14,1994,2024
SO2604,GWEN,Y,6,2016,2024
SO2609,GWEN,Y,4,2015,2023
SO2610,GWEN,Y,24,1994,2024
SO2654,RADN,Y,15,1994,2024
SO2685,SHRP,Y,17,1997,2024
SO2712,GWEN,Y,26,1998,2024
SO2719,GWEN,Y,14,1998,2024
SO2800,GWEN,Y,27,1994,2024
SO2809,GWEN,Y,27,1994,2024
